cell,timestamp_us_since_window_start
baseline-opengl,4211874
baseline-opengl,4236980
baseline-opengl,4261342
baseline-opengl,4286384
baseline-opengl,4313454
baseline-opengl,4344953
baseline-opengl,4369057
baseline-opengl,4394882
baseline-opengl,4420870
baseline-opengl,4446678
baseline-opengl,4470464
baseline-opengl,4496073
baseline-opengl,4519327
baseline-opengl,4544889
baseline-opengl,4569454
baseline-opengl,4596025
baseline-opengl,4628601
baseline-opengl,4652298
baseline-opengl,4678887
baseline-opengl,4702722
baseline-opengl,4727790
baseline-opengl,4752339
baseline-opengl,4779024
baseline-opengl,4804313
baseline-opengl,4830320
baseline-opengl,4855635
baseline-opengl,4880192
baseline-opengl,4904762
baseline-opengl,4938982
baseline-opengl,4964583
baseline-opengl,4989135
baseline-opengl,5014620
baseline-opengl,5041710
baseline-opengl,5066228
baseline-opengl,5094819
baseline-opengl,5119395
baseline-opengl,5144458
baseline-opengl,5169089
baseline-opengl,5194146
baseline-opengl,5218443
baseline-opengl,5245545
baseline-opengl,5278205
baseline-opengl,5303784
baseline-opengl,5329865
baseline-opengl,5355430
baseline-opengl,5380489
baseline-opengl,5405121
baseline-opengl,5430331
baseline-opengl,5453388
baseline-opengl,5478321
baseline-opengl,5502839
baseline-opengl,5528699
baseline-opengl,5552003
baseline-opengl,5578106
baseline-opengl,5601982
baseline-opengl,5629071
baseline-opengl,5651854
baseline-opengl,5679432
baseline-opengl,5702238
baseline-opengl,5728306
baseline-opengl,5755021
baseline-opengl,5782772
baseline-opengl,5811379
baseline-opengl,5836174
baseline-opengl,5871273
baseline-opengl,5895144
baseline-opengl,5919731
baseline-opengl,5944830
baseline-opengl,5967866
baseline-opengl,5994947
baseline-opengl,6018137
baseline-opengl,6045206
baseline-opengl,6068775
baseline-opengl,6094326
baseline-opengl,6118387
baseline-opengl,6148485
baseline-opengl,6184276
baseline-opengl,6211201
baseline-opengl,6235789
baseline-opengl,6262875
baseline-opengl,6286338
baseline-opengl,6315468
baseline-opengl,6340539
baseline-opengl,6366131
baseline-opengl,6394636
baseline-opengl,6419302
baseline-opengl,6445384
baseline-opengl,6469623
baseline-opengl,6494186
baseline-opengl,6518898
baseline-opengl,6544951
baseline-opengl,6569059
baseline-opengl,6596615
baseline-opengl,6619712
baseline-opengl,6644795
baseline-opengl,6670343
baseline-opengl,6697913
baseline-opengl,6720998
baseline-opengl,6745662
baseline-opengl,6769780
baseline-opengl,6804082
baseline-opengl,6829401
baseline-opengl,6851961
baseline-opengl,6879325
